Date,Has_Weekend,Title,Price,Super_host,Latitude,Longitude,EntireHomeVsRoom,Bedrooms_no,Beds_no,Bathrooms_num,Sleeping_engagment,Amenities,Accuracy_stars,Communication_stars,Cleanliness_stars,Location_stars,CheckIn_stars,Value_stars,Reviewers_no,Review
2019-03-01 00:00:00,True,Bright and stylish West Village gem,$208,,40.73178,-74.00366,ENTIRE APARTMENT,1 bedroom,3 beds,1 bath,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Pack ’n Play/travel crib', 'Paid parking off premises', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"3 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jason
February 2019
Amazing location and space! Lovely!
Gareth
February 2019
Very well located, clean and good facilities, recommended!
Taylor
January 2019
Great apartment and location! Martin is super nice and very responsive. Would definitely book again!
Response from Martin:
Taylor, you guys are awesome! It was a pleasure to host you!!
January 2019
This host has 63 reviews for other properties.
View other reviews"
2019-03-01 00:00:00,True,"Feel like home, 1 Bedroom Apt,Luxury New Building",$145,Jenny is a Superhost,40.724,-74.038,ENTIRE APARTMENT,1 bedroom,2 beds,,"Bedroom 1
1 king bed","['Indoor fireplace', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Elevator', 'Pool', 'Gym', 'Hot tub', 'Paid parking off premises', 'Paid parking on premises', 'Kitchen', 'Private entrance', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"10 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Min Whan
December 2018
Very clean and Great place.
Response from Jenny:
We are glad that enjoyed your stay at our property. We thank you for taking time to leave the review. We also welcome long term tenants at this and other properties at very discounted prices. Please feel free to inquire us about it.
December 2018
Deniz
November 2018
We did not meet Jenny in person. At the reception of the building there is 24/7 someone available to assist you with your check-in. We took an Uber and had no trouble finding the building. For an additional fee, we were able to check in earlier than the specified time. The…Read more
Response from Jenny:
We are glad that enjoyed your stay at our property. We also thank you for taking time to leave the review. FYI : We also welcome long term tenants at this and other properties at very discounted prices. Please feel free to inquire us about it.
November 2018
Hossein
October 2018
Nice apartment. Very clean. Convenient location for access to Path for getting to Manhattan. Also convenient access to groceries and restaurants.
Channing
October 2018
Fantastic location if you need quick, walkable access to local stores or the PATH station to NYC. Has all the amenities you'd need for a longer stay.
Response from Jenny:
Thank you Channing, We are glad that enjoyed your stay at our property. We also thank you for taking time to leave the review. FYI : We also welcome long term tenants at this and other properties at very discounted prices. Please feel free to inquire us about it.
October 2018
Beth
September 2018
Jenny was a great host. The apartment is spacious and very clean. The bed was also super comfortable. It's located on the 33rd floor and right across the road from Newport Mall, the Path and the local supermarket. They even let us check in early as the apartment was not booked…Read more
Response from Jenny:
Thank you Beth for the 5 star review and the compliment of Super Host. We greatly appreciate your feedback on the location of the apartment and the nearby tourist attractions. Your word on our apartment being well connected to NYC via public transport is a valuable input for the aspiring guests to book with us. Though we have fixed check-in/ check-out time rules but we are ready to bend those rules for our guests to suit their travel plans and keep the guests happy. We give our 100% efforts in all aspects to keep our guests happy and feel comfortable and at home during their stay with us. Your comments and appreciation are the rewards of those efforts. We thank you for staying with us and hope to welcome you again. Please accept our best regards.
September 2018
Genhua
September 2018
Choose here!!! It was a great experience for us! View of Hudson river is unparalleled! Make sure you take a walk along the river too. The decoration is very modern and tasteful. The shoprite supermarket is really close. It’s a perfect choice when you visit New York for a long…Read more
Response from Jenny:
Thank you Genhua for sharing your feedback with us. We are deeply honored and thankful for your recommendation for the prospective guests visiting the NYC/NJ. We are glad to know that you found the apartment well maintained and decorated to meet your expectations/preferences. Our staff works hard to keep the apartments neat and well equipped to enhance the guest experience. Your feedback is the reward of their hard work and dedication. We thank you to stay with us and look forward to host you again. Please accept our warm regards.
September 2018
Gopal
July 2018
This is a brand new apartment in a brand new building. The rooms are large, and well furnished with Ikea style furniture. The location is very convenient to get to NYC. Responses from the host was very prompt. Overall a great apartment. I would definitely stay here again.
Response from Jenny:
Thank you Gopal for the generous review. We are honored to receive such nice comments about our property especially the apartment. Your review is very desirable and helpful to the aspiring guests. We are glad to know that you liked our hospitality and prompt communication during the stay. We thank you once again for staying with us and recommending us. We sincerely hope to welcome you again soon in the near future. Please accept our best regards.
July 2018
1
2"
2019-03-01 00:00:00,True,Musician/nerdy paradise!,$66,,40.70268,-73.93185,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 double bed","['Wifi', 'Iron', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Lockbox', 'Private living room', 'Hangers', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"9 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
David
December 2018
Nice clean room that matches the title with cute nerdy posters of all kinds! Very chill hosts who helped us have a fun weekend out.
Keith
January 2019
Great room, very clean and comfortable, and the hosts were easy to communicate with.
Justin
January 2019
Amazing stay. You couldn't find a better location, place, or host.
Ginette
January 2019
Love love love my stay. It was laid back, private and I had gotten plenty of sleep.
Kazuma
January 2019
Great location to every part of NY city. Feel like my home. l would recommend for every traveller!
Libuse
December 2018
Hi. The apartment is very conviniently situated, not far from downtown Manhattan. About cca 30 minutes. It's a big bedroom and Mandy and Jerry are really nice people. We went together to their friends house to Xmas party, so I experienced real American vibe and life, which I am…Read more
Chelsea
December 2018
Loved my stay at Mandy and Jerry’s! It was warm and cozy and had really relaxed vibes. The dogs were so cute and the room was really clean and comfy, and the location was perfect!
1
2"
2019-03-01 00:00:00,True,Super Deluxe Private Room near LGA (Room #02),$51,,40.76577,-73.87131,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Indoor fireplace', 'Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Private entrance', 'Smart lock', 'Hangers', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"11 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jesse
February 2019
Great stay! Would definitely stay again.
Whitney
February 2019
Mili’s place completely saved me after my flight was canceled at LGA. Literally 5 minutes from the airport, it was a $6 Uber ride. Check-in was so easy and clear and communication was within seconds, which was so appreciated after a long and unproductive travel day. The space was…Read more
Deanna
February 2019
great lighting
Ben
February 2019
close to lga
Mo
February 2019
nice place, great host, highly recommend
David
January 2019
Great value and very close to Laguardia airport. I highly recommend!
Jen
January 2019
The room #2 we stayed in was perfect for us. We had just flown in from Europe and had a one night stay in nyc before our flight out of LaGuardia airport. It was about a 5 minute drive to the airport. It was a cozy bed and we slept well before departing back to San Diego…Read more
1
2"
2019-03-01 00:00:00,True,Share in NYC's trendy East Village,$115,Chris is a Superhost,40.73171,-73.98717,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 double bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Hot water', 'Paid parking off premises', 'Kitchen', 'Host greets you', 'Hangers', 'Hair dryer', 'Shampoo', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"125 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Rahul
August 2016
Chris was an excellent host. I would recommend this place to anyone!
Rimpy
September 2015
It was great! Chris was such a nice man and very accommodating. He helped me with my luggage up 5 flights of stairs and was so easy to get a hold of. He communicated a lot and the location was safe! His plan was clean and a lot of space!!!
Aloke
July 2014
My stay with Chris was very delightful and comfortable. The room is definitely bigger than in the photos! Chris was very accommodating and helped resolve a problem with my schedule. He definitely gave me a great first impression of New York! Thanks Chris! See you soon hopefully.
Wolfgang
February 2014
My stay at Chris's apartment suited me very well. Chris was available if needed, clear about expectations and did not infringe upon my space. The apartment was clean and the room was surprisingly quiet for the location. I would gladly stay here again and have no concerns about…Read more
Coco
July 2013
My stay with Chris was awesome, his place is in a great location and I quickly learned how to get around the city from the apartment.
Sonya
July 2012
I had a wonderful stay at Chris' place. He was so helpful and flexible despite my flight getting delayed and my very early wake up times. He even helped me carry my heavy suitcase, a real gentleman! His flat was clean, nicely decorated and the room much bigger than I…Read more
Neil
December 2018
Chris is a warm host, and his apartment is fantastically located.
1
2
3
…
18"
2019-03-01 00:00:00,True,Bedroom near train station,$48,,40.74796,-73.88399,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 single bed","['Wifi', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Host greets you', 'Private living room', 'Hangers', 'Shampoo', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"1 Review
Frances
February 2019
The place is highly recommended. The owner is professional and flexible when it comes to arrival and departure of guest. It’s near the train station and restaurants nearby are worth trying. Most of all it’s inexpensive, clean and neat.
Response from Viviana:
Thank you fo staying with us. Im sorry i couldnt meet you in person but my work schedule was crazy this weekend. I hope you nephew made it back home ok. My mom said he was coughing a lot during the night. Hope he feels better. Pleasure having you guys in our home.
February 2019"
2019-03-01 00:00:00,True,Relaxed Elegance in a Brownstone,$73,,40.68635,-73.93246,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Kitchen', 'Hangers', 'Shampoo', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"50 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Tracy
March 2017
Seun and Fola were A+ hosts! Thanks for being so hospitable and flexible with the checkin and checkout times. Location was conveniently close to the subway (about 15 min. walk).
Sarah
February 2019
I spent 5 weeks in Seun and Marie’s apartment and had a great time. The apartment was very clean and spacious and Seun and Marie were very welcoming. Since it was January, it was quite cold and needed a lot of heating which made the air super dry in comparison to what I am used…Read more
Daniel
November 2018
Great space. Cool area. Close to A and J. Kitchen good.
Rodrigo
September 2018
Clean and tidy. Perfect for a week in the city with no fuss.
Tania
September 2018
The room and the apartment are nice and clean. It is as you see on the pictures. The check-in was very easy and quick even at the inconvenient late time I got in. You'd enjoy the place. Thanks for all!
Primrose
January 2018
The property owner is responsive to messages and the neighborhood felt safe and quite. However, the heating system was broken so it might be a little cold during winter Otherwise, the bed was comfortable!
Somi
April 2017
It's a little bit far from central manhattan but it is acceptable if you mainly visit brooklyn. My room was right next to the street so there was some noisy but there were many other room inside. Room was spacy.
1
2
3
…
8"
2019-03-01 00:00:00,True,"Calm, Quiet Space in Bedstuy",$58,,40.68735,-73.93118,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 double bed","['Wifi', 'Washer', 'Dryer', 'Essentials', 'Heating', 'Kitchen', 'Breakfast', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
Be one of the first guests to review Maria’s place to help them get started.
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Quiet Sunlit Bedroom w/ Private Bath in Brooklyn,$91,Elissa is a Superhost,40.70133,-73.92074,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 private bath,"Bedroom 1
1 double bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Hot water', 'Free street parking', 'Kitchen', 'Breakfast', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Stove', 'Host greets you', 'Private entrance', 'Hangers', 'Shampoo', 'Bed linens', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"25 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Leeza
February 2019
Elissa’s apartment was a lovely, functional space for my friend and I! The room was super clean and spacious with a comfy bed, private en-suite and storage for your clothes/belongings. Her home is about a 7-10min walk to the M train. There are a ton of stores, coffee shops,…Read more
Skyler
February 2019
Elissa and Elissa’s place were both marvelous. I’ve stayed at many Airbnb’s and this by far was one of my best experiences. The place was perfectly clean. Communication was flawless. The location is minutes away from anything you would want (as well as grocery stores) and a one…Read more
Talia
January 2019
I’ve stayed a few times at Elissa’s and she’s seriously a perfect Airbnb host! The apartment was clean and comfy as always, and check-in was a breeze!
하림
January 2019
Elissa was really kind and understood our late check-out! :) The room was a bit cold but had everything in it. Located near from the subway station, about thirty minutes far from Manhattan center!
Talia
December 2018
A perfect spot! Elissa is such a great host, the room is lovely, and the train is only a block away. Highly recommend!
Leigh
December 2018
Great space and super close to transit!! Would definitely stay there again
Kenneth
November 2018
Elissa has a lovely place in the Bushwick area of Brooklyn. Very convenient to the ""L"" train, you can be in the city within 15 minutes. The room is exceptionally clean, and the bed was as comfortable as my own. I would not hesitate to book this room again!
Response from Elissa:
Thanks Kenneth! Glad you enjoyed your stay:) You’re welcome back anytime.
November 2018
1
2
3
…
4"
2019-03-01 00:00:00,True,"Private Entrance, Boutique Amenities, Zen Vibes",$117,,40.728,-73.953,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Ethernet connection', 'Hot water', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Refrigerator', 'Oven', 'Stove', 'Private entrance', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"11 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jill
February 2019
My travel plans changed many times, and Jon was always available to communicate with and amenable to my date changes. The apartment was spotless, the room was simple yet hip, and the bed was quite comfortable. Greenpoint is an amazingly charming neighborhood so If you don’t…Read more
Jack
February 2019
Absolutely superhosts! Jon and Iryna are both warm and welcoming, excellent communication throughout my stay and nothing was too much trouble for them. The apartment is lovely, very homely and cosy with trinkets from all over the world. Would stay again in a flash and recommend…Read more
Victoria
January 2019
Very cozy and well equipped room, with good room for clothes, comfortable bed and nice decorations. The bathroom is located in the middle of the appartment, just a few feet from the bedroom, and is complete and spacious. The kitchen is also available for use, with an oven,…Read more
Joseph
December 2018
My stay was perfect. Great having separate entrance into the bedroom. Room is quiet, bed super comfortable, apartment is clean and functional. What I loved most was Jon’s attention to detail; bed sheets are amazing, apartment is modern and minimalist. Jon is a lovely guy, was…Read more
Audrey
December 2018
Jon's place is rare gem conveniently located in the heart of Greenpoint. The room was bigger than expected and had plenty of space to store things, between the closet and dresser. The space is immaculate and has everything you need easily available. Right outside you'll find…Read more
Steven
November 2018
Jon's place is beautifully appointed, perfectly maintained, and conveniently located. We will stay there again any time we are in Brooklyn. Of particular note are the comfortable bed and thoughtful amenities. The attention to detail is apparent throughout. Aesop products in the…Read more
Geraldine
November 2018
Jon is truly an extraordinary host with a gift for hospitality and making people feel at ease. His apartment is exceptionally clean, quiet, and peaceful. The private entrance really sets this place apart from other Airbnbs, along with all the personal touches Jon puts into the…Read more
1
2"
2019-03-01 00:00:00,True,1 Private Room W/ Private Bathroom Close to NYC,$46,,40.72032,-73.81248,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,1 private bath,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Essentials', 'Heating', 'Air conditioning', 'Free parking on premises', 'Paid parking on premises', 'Free street parking', 'Hangers', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"4 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Nabil
February 2019
She’s a very honest lady and she have a good home
Julio
December 2018
The space was exactly as described, clean, easy to get to and safe. I really loved having a parking spot for my car and the host is very hospitable! This is the move for staying in Queens!
Cathy
December 2018
Bella was wonderful hoping to stay with her again in February
Ali
December 2018
Bella was super nice and I had a good time staying in her house. Thanks for her hospitality."
2019-03-01 00:00:00,True,Quiet Retreat in Historic Victorian Home,$62,Elizabeth is a Superhost,40.64293,-73.96863,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,3 shared baths,"Bedroom 1
1 single bed","['Wifi', 'Cable TV', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Room-darkening shades', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"29 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Mark
November 2018
Elizabeth's place is a gem in Brooklyn that's simultaneously lively and quiet, tucked away above Prospect Park (which is a great short walk away and a lovely way to spend a morning wandering about). Check-in was painless and easy, and Elizabeth answered all of my questions very…Read more
Nour
April 2018
Elizabeth is a very warm, friendly, and helpful lady. Her home is breathtaking and she makes you feel unbelievably welcome. She gave me a lot of tips and treated me as a daughter. Her home is only 3 minutes walk from the subway, and it is very easy to find and roam.. The area…Read more
Catriona
February 2019
I work in NY regularly and I stay here whenever possible. It’s convenient, spotlessly clean and in a beautiful and charming Victorian home. Public transportation options are plenty and there and tons of great restaurants, coffee shops and bars nearby. Elizabeth is a gracious host…Read more
Chi
January 2019
A convenient and comfortable space in a nice part of Brooklyn and check in and check out is very easy. It's very easy to get around NY from here. The room (5) is a good size for one, the bed is comfortable, and good facilities (wifi, storage, towels, etc). I'd be happy to…Read more
Lillie
December 2018
A quaint, comfortable place and very clean.
Pamela
December 2018
This place is comfy, cozy and really clean. I used the upstairs renovated bath with walk-in shower, which is really beautiful. My bed was very comfortable and Elizabeth included thoughtful touches: hair dryer, makeup mirror, space heater and a box of tissues. All very much…Read more
Lukas
November 2018
I have lived in NYC for over 25 years. I needed a comfortable Airbnb room for a week in between apartments/jobs. Let me first say, I didn’t want to leave this morning! Elizabeth’s home was so beautiful... the rooms so comfortable... I would have stayed longer! It feels like you…Read more
1
2
3
…
5"
2019-03-01 00:00:00,True,Comfy & Cozy In Brooklyn,$50,Brian is a Superhost,40.67238,-73.91488,PRIVATE ROOM IN APARTMENT,1 bedroom,0 beds,1 shared bath,,"['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Kitchen', 'Smart lock', 'Hangers', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,,"34 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Laura
October 2017
This stay really was uncomplicated- Brian responded very friendly and quickly, just make sure to get data/wifi :) We did not meet Brian in person unfortunately, but the place was very clean, stylish and warm. It is a short walk to the next metro station, where a metro goes…Read more
Jacob
February 2019
Brian is extremely professional and accommodating, and his apartment is very stylish, modern and clean. This is a really great price for Brooklyn.
Rhett
February 2019
Brian’s place was very clean and welcoming. He was quick to respond to questions and gave some pointers on where to eat in the area. I came to visit and this place was around the corner from a friend’s place and I’m glad I chose it. I would definitely recommend Brian’s place for…Read more
Sherieka
February 2019
Excellent
Diane
November 2018
Brian’s place is super clean and nice. Tiny miscommunication at first but it went well and my boyfriend and I understood. I loved staying this place and highly recommend it for other travelers! One of best places ever.
Response from Brian:
Thank you for the positive words but the ratings I was given were not conducive to the service provided. Yes, there was a slight issue with your checkin but I feel that that was or should have been erased after I gave you a refund for an entire days stay. Plus you paid less than $150. for a four night stay in Brooklyn NY in an apartment that is equal to or even better than hotels costing significantly more. You can not say one thing and then give ratings that say another.
November 2018
Maria
October 2018
My boyfriend and I book Brian on very short notice and honestly it was one of our best decisions. Our first time using Airbnb. From checkin to checkout it was simple fast and easy. His hospitality is amazing as well as his communication. We felt welcomed very safe and definitely…Read more
Ana
October 2018
I had a great time at Brian's place
1
2
3
…
5"
2019-03-01 00:00:00,True,Beautiful Loft w/ Waterfront View!,$105,,40.71268,-73.96676,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 double bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Elevator', 'Free street parking', 'Kitchen', 'Keypad', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"209 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Alex
September 2018
Great location, right next to a lovely park with an outstanding views. The apartment is right in the heart of Williamsburg. I will definitely come back !!! Anthony is very friendly so is his cat :)
Jonathan
June 2018
The apartment was as advertised in the pictures and description. It's in a fantastic location for anyone looking to stay in a quieter neighbourhood with easy access to Manhattan and other great areas of New York. We found the location ideal. The bed was comfy with the softest…Read more
Samantha
December 2017
We thoroughly enjoyed our stay with Anthony! The location in Williamsburg can't be beat. Anthony was excellent to communicate with and we love spending time with Little Rocky he was so sweet!
Micha
May 2017
Anthony went out of his way to ensure I had a great stay. The apartment is located in one of the best areas of New York. Would stay here again %100.
Fabiana
July 2016
Anthony is very nice! He made us feel at ease right away. The place is cool. We had a nice view for the sunset. It's well located, next to the Brooklyn bridge, a grocery store and the water taxi! Loved it
Joshua
February 2019
nice place to stay with a pretty cool waterfront view
Dahlia
February 2019
good location, beautiful view, cute cat!! perfect for a solo traveler
1
2
3
…
30"
2019-03-01 00:00:00,True,Private Entrance Luxury 2 BR Home in Chelsea!!,$274,,40.74967,-73.9955,ENTIRE CONDOMINIUM,2 bedrooms,4 beds,1 bath,"Bedroom 1
1 queen bed","['Indoor fireplace', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Private entrance', 'Hangers', 'Hair dryer', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"7 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Translate reviews to English
David
February 2019
Great stay. Everything I needed in a great location.
Hollie
February 2019
Excellent location! I was visiting for a conference at Javits and it was a quick walk to there, as well as to the subway to get anywhere in the City. Surprisingly very quiet apartment considering it's ground level - I slept very well. Great find, and great value! I would stay…Read more
Marcus
January 2019
Nice place a block from msg!
Steven
January 2019
Great Location and perfect as a base to explore the city!!!
Edgar
January 2019
The place was a great value, neighborhood was really nice and very near a lot of good spots to check out such as Chelsea Market, very close to public transportation as well
Dabin
January 2019
Great location, clean place, kind host
Pietro
January 2019
Appartamento molto carino a chelsea.. mi è solo mancato non poter aprire le finestre in quanto erano a livello strada.. Riscaldamento poco funzionante nonostante fuori ci fossero - 16.."
2019-03-01 00:00:00,True,A room in a Bushwick Loft,$53,,40.70404,-73.93348,PRIVATE ROOM IN LOFT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",,,,,,,,"No reviews (yet)
This host has 1 review for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
